movie_title,similar_movie_title,similarity_score,rank
The Musketeer,The Man in the Iron Mask,0.5874477624893188,2
The Musketeer,Incendies,0.39139044284820557,3
The Musketeer,Unforgiven,0.3888930082321167,4
The Musketeer,Ong Bak 2,0.38725775480270386,5
The Musketeer,The Hobbit: The Battle of the Five Armies,0.3781559467315674,6
The Musketeer,How to Train Your Dragon,0.3778727948665619,7
The Musketeer,The Beastmaster,0.37752413749694824,8
The Musketeer,The Covenant,0.3759493827819824,9
The Musketeer,Dreamcatcher,0.36193567514419556,10
The Other Boleyn Girl,Elizabeth,0.5814579129219055,1
The Other Boleyn Girl,Anne of Green Gables,0.5554399490356445,2
The Other Boleyn Girl,Ever After: A Cinderella Story,0.5097564458847046,3
The Other Boleyn Girl,Bride & Prejudice,0.5096732378005981,4
The Other Boleyn Girl,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.4803415536880493,5
The Other Boleyn Girl,Anna and the King,0.47751152515411377,6
The Other Boleyn Girl,The Time Traveler's Wife,0.4757775068283081,7
The Other Boleyn Girl,Elizabeth: The Golden Age,0.47161993384361267,8
The Other Boleyn Girl,Howards End,0.4642260670661926,9
The Other Boleyn Girl,Amour,0.4573948383331299,10
Sweet November,Dirty Grandpa,0.5027616620063782,1
Sweet November,The Other Woman,0.4749433398246765,2
Sweet November,Must Love Dogs,0.4678651690483093,3
Sweet November,Harsh Times,0.46367573738098145,4
Sweet November,Go for It!,0.4577663242816925,5
Sweet November,The Roommate,0.45773860812187195,6
Sweet November,The Haunted Mansion,0.45569050312042236,7
Sweet November,The Counselor,0.45526379346847534,8
Sweet November,Road Hard,0.45270586013793945,9
Sweet November,Next Stop Wonderland,0.4494803547859192,10
The Reaping,Higher Ground,0.5863945484161377,1
The Reaping,Miracles from Heaven,0.5404784679412842,2
The Reaping,Stigmata,0.49526625871658325,3
The Reaping,Rust,0.4945433735847473,4
The Reaping,Lights Out,0.48193541169166565,5
The Reaping,Do You Believe?,0.481849730014801,6
The Reaping,Ordet,0.4815373420715332,7
The Reaping,The Veil,0.47485339641571045,8
The Reaping,Martha Marcy May Marlene,0.4705429673194885,9
The Reaping,The Witch,0.4661622643470764,10
Mean Streets,Brooklyn Rules,0.5763975381851196,1
Mean Streets,Exiled,0.5250675678253174,2
Mean Streets,This Is Martin Bonner,0.4804597496986389,3
Mean Streets,Mystic River,0.4695059061050415,4
Mean Streets,Closer,0.4650195837020874,5
Mean Streets,Endless Love,0.4600009322166443,6
Mean Streets,The Incredibly True Adventure of Two Girls In Love,0.4519774615764618,7
Mean Streets,Knight and Day,0.4403610825538635,8
Mean Streets,Entrapment,0.43958374857902527,9
Mean Streets,Roadside Romeo,0.43843746185302734,10
Renaissance Man,Nothing to Lose,0.5111649036407471,1
Renaissance Man,Hoffa,0.48360079526901245,2
Renaissance Man,The Rainmaker,0.482899934053421,3
Renaissance Man,The Matador,0.4658905863761902,4
Renaissance Man,Jerry Maguire,0.4503166079521179,5
Renaissance Man,School of Rock,0.43716371059417725,6
Renaissance Man,Harrison Montgomery,0.4250297546386719,7
Renaissance Man,From Paris with Love,0.42264410853385925,8
Renaissance Man,Hollywood Shuffle,0.41964808106422424,9
Renaissance Man,Last Action Hero,0.4178728461265564,10
Colombiana,Born Of War,0.5876827239990234,1
Colombiana,Scream 3,0.5319614410400391,2
Colombiana,D.E.B.S.,0.5291881561279297,3
Colombiana,To Die For,0.5146305561065674,4
Colombiana,Hanna,0.5078961849212646,5
Colombiana,Scream,0.5063316822052002,6
Colombiana,The Maid's Room,0.4961942434310913,7
Colombiana,Elektra,0.4948338270187378,8
Colombiana,The Howling,0.491039514541626,9
Colombiana,The Lovely Bones,0.48981279134750366,10
Quest for Camelot,First Knight,0.629696249961853,1
Quest for Camelot,Monty Python and the Holy Grail,0.614158034324646,2
Quest for Camelot,Arthur and the Invisibles,0.5004880428314209,3
Quest for Camelot,Just Visiting,0.4816485345363617,4
Quest for Camelot,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.47615301609039307,5
Quest for Camelot,The Black Stallion,0.47374534606933594,6
Quest for Camelot,The Princess Bride,0.4657955765724182,7
Quest for Camelot,Elizabeth,0.46085020899772644,8
Quest for Camelot,Alice in Wonderland,0.45824623107910156,9
Quest for Camelot,Mirrormask,0.4499397575855255,10
City By The Sea,Ransom,0.5923753976821899,1
City By The Sea,Frequency,0.5682387351989746,2
City By The Sea,Contraband,0.5660317540168762,3
City By The Sea,There Be Dragons,0.5470704436302185,4
City By The Sea,Let's Go to Prison,0.5375145673751831,5
City By The Sea,Dick Tracy,0.53453129529953,6
City By The Sea,Identity Thief,0.5156773328781128,7
City By The Sea,A Low Down Dirty Shame,0.5140314102172852,8
City By The Sea,No Man's Land: The Rise of Reeker,0.5130094885826111,9
City By The Sea,Frailty,0.5103274583816528,10
At First Sight,Awake,0.530925452709198,1
At First Sight,Blended,0.5294855833053589,2
At First Sight,Anomalisa,0.5044422149658203,3
At First Sight,Dark City,0.4525119662284851,4
At First Sight,Maurice,0.4515497088432312,5
At First Sight,The Eye,0.42933017015457153,6
At First Sight,Fatal Attraction,0.426707923412323,7
At First Sight,The Adjustment Bureau,0.4168331027030945,8
At First Sight,White Noise 2: The Light,0.4114600419998169,9
At First Sight,Moonlight Mile,0.4112909436225891,10
Torque,Blackthorn,0.4724711775779724,1
Torque,The Client,0.46362221240997314,2
Torque,3 Strikes,0.4599488377571106,3
Torque,Hollywood Homicide,0.4588363766670227,4
Torque,Faster,0.4575906991958618,5
Torque,Memento,0.45561665296554565,6
Torque,Mad Max,0.4553084373474121,7
Torque,Suspect Zero,0.45497652888298035,8
Torque,Drive Hard,0.45368510484695435,9
Torque,Drowning Mona,0.4490893483161926,10
City Hall,In the Cut,0.5379393696784973,1
City Hall,Midnight in the Garden of Good and Evil,0.48917651176452637,2
City Hall,All Good Things,0.4746361970901489,3
City Hall,Dead Man Down,0.45619431138038635,4
City Hall,Righteous Kill,0.45292484760284424,5
City Hall,The Face of an Angel,0.443761944770813,6
City Hall,Running Scared,0.43840062618255615,7
City Hall,Insomnia,0.4351968765258789,8
City Hall,Let's Go to Prison,0.4348691701889038,9
City Hall,Summer of Sam,0.42808997631073,10
Showgirls,Frances Ha,0.53449547290802,1
Showgirls,Step Up 2: The Streets,0.5068643093109131,2
Showgirls,B-Girl,0.5016746520996094,3
Showgirls,Speedway Junky,0.4995613098144531,4
Showgirls,Step Up Revolution,0.4963582754135132,5
Showgirls,Flashdance,0.47437745332717896,6
Showgirls,Honey,0.47190380096435547,7
Showgirls,Go for It!,0.44939231872558594,8
Showgirls,Take the Lead,0.44313228130340576,9
Showgirls,A Cinderella Story,0.4185487627983093,10
Marie Antoinette,Grace of Monaco,0.4593248963356018,1
Marie Antoinette,Cheri,0.4450988173484802,2
Marie Antoinette,Elizabeth,0.4277040362358093,3
Marie Antoinette,The Nun's Story,0.3909369111061096,4
Marie Antoinette,Elizabeth: The Golden Age,0.38057100772857666,5
Marie Antoinette,The Other Boleyn Girl,0.36451542377471924,6
Marie Antoinette,Welcome to the Sticks,0.3637333810329437,7
Marie Antoinette,Sarah's Key,0.3598969578742981,8
Marie Antoinette,Bon voyage,0.35852259397506714,9
Marie Antoinette,Being Julia,0.3555516004562378,10
Kiss of Death,Run All Night,0.652583122253418,1
Kiss of Death,The Whole Nine Yards,0.5865696668624878,2
Kiss of Death,The Whole Ten Yards,0.5448310375213623,3
Kiss of Death,Trees Lounge,0.5403528213500977,4
Kiss of Death,Cop Out,0.5237658023834229,5
Kiss of Death,Lucky Break,0.5066304206848145,6
Kiss of Death,Contraband,0.5002033710479736,7
Kiss of Death,Hackers,0.4939489960670471,8
Kiss of Death,Snitch,0.4924071431159973,9
Kiss of Death,In the Land of Women,0.48898911476135254,10
Get Carter,Four Brothers,0.46947723627090454,1
Get Carter,Highway,0.45936349034309387,2
Get Carter,Wild Card,0.42443645000457764,3
Get Carter,Small Apartments,0.42123788595199585,4
Get Carter,The Funeral,0.4165564775466919,5
Get Carter,The American,0.4140323996543884,6
Get Carter,Gangster's Paradise: Jerusalema,0.41308122873306274,7
Get Carter,Tales from the Hood,0.40934765338897705,8
Get Carter,The Glimmer Man,0.4089964032173157,9
Get Carter,The Godfather,0.40493831038475037,10
The Impossible,This Christmas,0.5154193639755249,1
The Impossible,Departure,0.5063700079917908,2
The Impossible,Love Actually,0.4829546809196472,3
The Impossible,Anna and the King,0.47449493408203125,4
The Impossible,The Hotel New Hampshire,0.4653770923614502,5
The Impossible,This Is Where I Leave You,0.4609583914279938,6
The Impossible,Dolphin Tale 2,0.45994842052459717,7
The Impossible,The Visit,0.45630407333374023,8
The Impossible,The Wicked Within,0.45589369535446167,9
The Impossible,8 Women,0.45229214429855347,10
Ishtar,Some Like It Hot,0.4557739496231079,1
Ishtar,Safe Men,0.4359409213066101,2
Ishtar,Burlesque,0.4276621341705322,3
Ishtar,They Will Have to Kill Us First,0.41199326515197754,4
Ishtar,Janky Promoters,0.39805489778518677,5
Ishtar,Casino Royale,0.3803299367427826,6
Ishtar,Of Gods and Men,0.37952035665512085,7
Ishtar,Bella,0.3726772367954254,8
Ishtar,Shade,0.36863595247268677,9
Ishtar,The Algerian,0.36763596534729004,10
Fantastic Mr. Fox,Chicken Run,0.5683050155639648,1
Fantastic Mr. Fox,Chicken Little,0.46495944261550903,2
Fantastic Mr. Fox,Escape from Tomorrow,0.4636460542678833,3
Fantastic Mr. Fox,The Nut Job,0.45917606353759766,4
Fantastic Mr. Fox,In the Name of the King: A Dungeon Siege Tale,0.45791128277778625,5
Fantastic Mr. Fox,Stuart Little,0.45714932680130005,6
Fantastic Mr. Fox,Two Can Play That Game,0.45486927032470703,7
Fantastic Mr. Fox,The Cottage,0.45104968547821045,8
Fantastic Mr. Fox,Fabled,0.44373154640197754,9
Fantastic Mr. Fox,Barnyard,0.43960899114608765,10
Life or Something Like It,Resurrecting the Champ,0.539048969745636,1
Life or Something Like It,How to Lose a Guy in 10 Days,0.4991784691810608,2
Life or Something Like It,The Adjustment Bureau,0.4923519790172577,3
Life or Something Like It,Interview with the Vampire,0.49169737100601196,4
Life or Something Like It,Me You and Five Bucks,0.4794255197048187,5
Life or Something Like It,Twixt,0.46442458033561707,6
Life or Something Like It,The Hunt,0.4630788564682007,7
Life or Something Like It,The Secret Life of Walter Mitty,0.4609048366546631,8
Life or Something Like It,Me Before You,0.4568380117416382,9
Life or Something Like It,Salton Sea,0.453216552734375,10
Memoirs of an Invisible Man,Safe House,0.6234404444694519,1
Memoirs of an Invisible Man,3 Days to Kill,0.559447169303894,2
Memoirs of an Invisible Man,Jason Bourne,0.5553699731826782,3
Memoirs of an Invisible Man,The November Man,0.5401782989501953,4
Memoirs of an Invisible Man,Contraband,0.514869213104248,5
Memoirs of an Invisible Man,RED,0.5144720673561096,6
Memoirs of an Invisible Man,Hackers,0.5023952722549438,7
Memoirs of an Invisible Man,A Scanner Darkly,0.4969783127307892,8
Memoirs of an Invisible Man,Skin Trade,0.4951340854167938,9
Memoirs of an Invisible Man,In the Valley of Elah,0.49446243047714233,10
Amélie,Tadpole,0.5084255337715149,1
Amélie,Bon voyage,0.502983570098877,2
Amélie,Under the Tuscan Sun,0.499775767326355,3
Amélie,Vanity Fair,0.4986813962459564,4
Amélie,The Married Woman,0.4836080074310303,5
Amélie,Sweet Charity,0.47515004873275757,6
Amélie,Little Shop of Horrors,0.4673832654953003,7
Amélie,Open Road,0.46732741594314575,8
Amélie,All the Real Girls,0.4665123224258423,9
Amélie,Bullets Over Broadway,0.4610385596752167,10
New York Minute,Forget Me Not,0.542510449886322,1
New York Minute,The Roommate,0.5389772653579712,2
New York Minute,Keeping the Faith,0.5188503265380859,3
New York Minute,Go for It!,0.5130642652511597,4
New York Minute,Step Up 2: The Streets,0.49779659509658813,5
New York Minute,"For a Good Time, Call...",0.4966233968734741,6
New York Minute,The Good Guy,0.4959869980812073,7
New York Minute,Kiss the Bride,0.4926171898841858,8
New York Minute,Post Grad,0.48814207315444946,9
New York Minute,Someone Like You...,0.48757511377334595,10
Alfie,You Will Meet a Tall Dark Stranger,0.5520687103271484,1
Alfie,Enough Said,0.43852055072784424,2
Alfie,Walking and Talking,0.4332788586616516,3
Alfie,Trust the Man,0.41582363843917847,4
Alfie,What's Your Number?,0.415557324886322,5
Alfie,The Wicked Lady,0.40564966201782227,6
Alfie,Funny Games,0.4013066291809082,7
Alfie,Something's Gotta Give,0.3886602520942688,8
Alfie,Trucker,0.3852289319038391,9
Alfie,Married Life,0.38332557678222656,10
Big Miracle,In the Heart of the Sea,0.4781377911567688,1
Big Miracle,The Squid and the Whale,0.46997544169425964,2
Big Miracle,Alive,0.4530988931655884,3
Big Miracle,An Inconvenient Truth,0.4325767159461975,4
Big Miracle,The Day After Tomorrow,0.4296337962150574,5
Big Miracle,Dolphins and Whales: Tribes of the Ocean,0.4294900894165039,6
Big Miracle,Antarctica: A Year on Ice,0.42707109451293945,7
Big Miracle,Triangle,0.4191555976867676,8
Big Miracle,Captive,0.4128429591655731,9
Big Miracle,Miracle,0.4113020598888397,10
The Deep End of the Ocean,Because of Winn-Dixie,0.5341665744781494,1
The Deep End of the Ocean,Hearts in Atlantis,0.5328946113586426,2
The Deep End of the Ocean,Tumbleweeds,0.53141188621521,3
The Deep End of the Ocean,House at the End of the Street,0.5083730220794678,4
The Deep End of the Ocean,Boyhood,0.507162868976593,5
The Deep End of the Ocean,Lovely & Amazing,0.5055228471755981,6
The Deep End of the Ocean,Waitress,0.5010470747947693,7
The Deep End of the Ocean,Mommie Dearest,0.49878445267677307,8
The Deep End of the Ocean,Baby Boy,0.498665452003479,9
The Deep End of the Ocean,You Can Count on Me,0.4979092478752136,10
FearDotCom,The Happening,0.5168375372886658,1
FearDotCom,Friday the 13th: A New Beginning,0.5128379464149475,2
FearDotCom,Scream 3,0.5050461292266846,3
FearDotCom,No Country for Old Men,0.5044758915901184,4
FearDotCom,The Cell,0.497712105512619,5
FearDotCom,Halloween 4: The Return of Michael Myers,0.48956793546676636,6
FearDotCom,Thr3e,0.4891286790370941,7
FearDotCom,Tales from the Hood,0.48249080777168274,8
FearDotCom,Spellbound,0.48248738050460815,9
FearDotCom,Analyze This,0.4751564860343933,10
Cirque du Freak: The Vampire's Assistant,54,0.44316166639328003,1
Cirque du Freak: The Vampire's Assistant,Poltergeist,0.4344654083251953,2
Cirque du Freak: The Vampire's Assistant,Kickboxer: Vengeance,0.431154727935791,3
Cirque du Freak: The Vampire's Assistant,The Wash,0.4216136336326599,4
Cirque du Freak: The Vampire's Assistant,Mutual Appreciation,0.4199245870113373,5
Cirque du Freak: The Vampire's Assistant,DysFunktional Family,0.4154892861843109,6
Cirque du Freak: The Vampire's Assistant,Weekend,0.41491156816482544,7
Cirque du Freak: The Vampire's Assistant,Whatever It Takes,0.41371333599090576,8
Cirque du Freak: The Vampire's Assistant,Love and Death on Long Island,0.4103119671344757,9
Cirque du Freak: The Vampire's Assistant,Shaun of the Dead,0.40950825810432434,10
Duplex,Restoration,0.5456628799438477,1
Duplex,Dwegons,0.5373560786247253,2
Duplex,Monster House,0.5079047083854675,3
Duplex,Darkness,0.4851434826850891,4
Duplex,Out of the Dark,0.4850168228149414,5
Duplex,Rosemary's Baby,0.47803983092308044,6
Duplex,Don't Be Afraid of the Dark,0.472876638174057,7
Duplex,Texas Chainsaw 3D,0.4700689911842346,8
Duplex,The Visit,0.459761381149292,9
Duplex,My Boss's Daughter,0.4555397629737854,10
Soul Men,Josie and the Pussycats,0.45591700077056885,1
Soul Men,20 Feet from Stardom,0.45081043243408203,2
Soul Men,A Lot Like Love,0.4077587127685547,3
Soul Men,Plush,0.3965788185596466,4
Soul Men,Before Midnight,0.39326736330986023,5
Soul Men,The Bélier Family,0.3894152045249939,6
Soul Men,Dreamgirls,0.3886277973651886,7
Soul Men,Safe Men,0.3786190152168274,8
Soul Men,Hanging Up,0.3772524893283844,9
Soul Men,Amour,0.3762664794921875,10
Raise the Titanic,Titanic,0.3971193730831146,1
Raise the Titanic,The Abyss,0.3775583505630493,2
Raise the Titanic,"20,000 Leagues Under the Sea",0.3615095019340515,3
Raise the Titanic,K-19: The Widowmaker,0.35707414150238037,4
Raise the Titanic,Sahara,0.34893274307250977,5
Raise the Titanic,All Is Lost,0.34305131435394287,6
Raise the Titanic,Master and Commander: The Far Side of the World,0.3336772322654724,7
Raise the Titanic,Ghost Ship,0.32454580068588257,8
Raise the Titanic,Steamboy,0.3186485767364502,9
Raise the Titanic,The 33,0.3184657096862793,10
Universal Soldier: The Return,Hellboy II: The Golden Army,0.46895530819892883,1
Universal Soldier: The Return,Thor,0.46535414457321167,2
Universal Soldier: The Return,Austin Powers in Goldmember,0.44489023089408875,3
Universal Soldier: The Return,Austin Powers: The Spy Who Shagged Me,0.44208234548568726,4
Universal Soldier: The Return,Thor: The Dark World,0.4385277330875397,5
Universal Soldier: The Return,Star Trek: Generations,0.4362407922744751,6
Universal Soldier: The Return,Kick-Ass 2,0.4339630603790283,7
Universal Soldier: The Return,The Losers,0.4322669506072998,8
Universal Soldier: The Return,Mortal Kombat,0.42849457263946533,9
Universal Soldier: The Return,Ong Bak 2,0.42535287141799927,10
Pandorum,After,0.5283410549163818,1
Pandorum,Enter Nowhere,0.5028390884399414,2
Pandorum,Grave Encounters,0.48943525552749634,3
Pandorum,Mission to Mars,0.4763045907020569,4
Pandorum,Cargo,0.46167153120040894,5
Pandorum,Capricorn One,0.4529629349708557,6
Pandorum,Meet Dave,0.4514318108558655,7
Pandorum,Identity,0.4470788836479187,8
Pandorum,Before Sunset,0.4436239004135132,9
Pandorum,Event Horizon,0.4432007074356079,10
Impostor,xXx: State of the Union,0.46005186438560486,1
Impostor,The Secret,0.4537648558616638,2
Impostor,TRON: Legacy,0.43590596318244934,3
Impostor,The 6th Day,0.43185362219810486,4
Impostor,Swordfish,0.427289754152298,5
Impostor,The Warrior's Way,0.42577189207077026,6
Impostor,Out of Sight,0.4225621223449707,7
Impostor,The Imitation Game,0.41630345582962036,8
Impostor,Lethal Weapon 4,0.41008007526397705,9
Impostor,Tinker Tailor Soldier Spy,0.4094764292240143,10
Extreme Ops,[REC],0.46345311403274536,1
Extreme Ops,The Kentucky Fried Movie,0.462340772151947,2
Extreme Ops,The Running Man,0.43285930156707764,3
Extreme Ops,Diary of the Dead,0.4293912649154663,4
Extreme Ops,Munich,0.42713305354118347,5
Extreme Ops,We Are Marshall,0.42094188928604126,6
Extreme Ops,A Haunted House,0.4197526276111603,7
Extreme Ops,15 Minutes,0.41279399394989014,8
Extreme Ops,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.408688485622406,9
Extreme Ops,Network,0.4060959815979004,10
Just Visiting,The Visitors,0.5944465398788452,1
Just Visiting,Into the Woods,0.5518487691879272,2
Just Visiting,Howl's Moving Castle,0.5214258432388306,3
Just Visiting,The Wizard of Oz,0.4937911629676819,4
Just Visiting,Quest for Camelot,0.4816485345363617,5
Just Visiting,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.4801700711250305,6
Just Visiting,Arthur and the Invisibles,0.4782092273235321,7
Just Visiting,The Tale of Despereaux,0.4778745770454407,8
Just Visiting,Seventh Son,0.47030529379844666,9
Just Visiting,Bogus,0.46547192335128784,10
Sunshine,Lost in Space,0.49555233120918274,1
Sunshine,Event Horizon,0.472848117351532,2
Sunshine,Children of Men,0.47165971994400024,3
Sunshine,Snowpiercer,0.4537670612335205,4
Sunshine,After Earth,0.4520050883293152,5
Sunshine,Space Battleship Yamato,0.4519341289997101,6
Sunshine,Antarctic Edge: 70° South,0.44659456610679626,7
Sunshine,Prometheus,0.4358605742454529,8
Sunshine,Mutant World,0.43495723605155945,9
Sunshine,In Time,0.426641047000885,10
A Thousand Words,Jack Brooks: Monster Slayer,0.5656546354293823,1
A Thousand Words,The Family Man,0.5595880746841431,2
A Thousand Words,The Glimmer Man,0.5468429327011108,3
A Thousand Words,Oblivion,0.5264808535575867,4
A Thousand Words,War,0.5252037048339844,5
A Thousand Words,Below Zero,0.4996562600135803,6
A Thousand Words,Blow Out,0.4951951503753662,7
A Thousand Words,The Jackal,0.4937954545021057,8
A Thousand Words,The Chumscrubber,0.4897463619709015,9
A Thousand Words,Firewall,0.48152562975883484,10
Delgo,Little Boy,0.5537418723106384,1
Delgo,Jack the Giant Slayer,0.528719425201416,2
Delgo,The Big Parade,0.5279421806335449,3
Delgo,Your Highness,0.527679443359375,4
Delgo,Say It Isn't So,0.5237405896186829,5
Delgo,Ong Bak 2,0.5052043795585632,6
Delgo,Happily N'Ever After,0.5006903409957886,7
Delgo,Maleficent,0.49585801362991333,8
Delgo,Endless Love,0.4957749545574188,9
Delgo,Prince of Persia: The Sands of Time,0.4949815571308136,10
The Gunman,No Good Deed,0.5025132894515991,1
The Gunman,See Spot Run,0.4831448793411255,2
The Gunman,Pet Sematary,0.45081180334091187,3
The Gunman,Everybody's Fine,0.42496299743652344,4
The Gunman,Valkyrie,0.42165520787239075,5
The Gunman,Salton Sea,0.418811172246933,6
The Gunman,Rockaway,0.4171600937843323,7
The Gunman,Chain of Command,0.417013943195343,8
The Gunman,Baby Boy,0.4131566882133484,9
The Gunman,3 Days to Kill,0.41292136907577515,10
Stormbreaker,Earth to Echo,0.5516254305839539,1
Stormbreaker,Grandma's Boy,0.4940359592437744,2
Stormbreaker,Hackers,0.477950781583786,3
Stormbreaker,Alex Cross,0.4724121689796448,4
Stormbreaker,Wish I Was Here,0.44979503750801086,5
Stormbreaker,Ride Along,0.4343893826007843,6
Stormbreaker,I Spy,0.4342312514781952,7
Stormbreaker,TRON: Legacy,0.4254290759563446,8
Stormbreaker,Swordfish,0.42318201065063477,9
Stormbreaker,See Spot Run,0.42211511731147766,10
Disturbia,"Big Mommas: Like Father, Like Son",0.506960928440094,1
Disturbia,I Can Do Bad All By Myself,0.4788532853126526,2
Disturbia,Max Keeble's Big Move,0.47882527112960815,3
Disturbia,Hackers,0.4740633964538574,4
Disturbia,Home Alone,0.45083022117614746,5
Disturbia,Dude Where's My Dog?,0.445252001285553,6
Disturbia,Carnage,0.4445209503173828,7
Disturbia,Wild Things,0.4381771683692932,8
Disturbia,Along Came a Spider,0.43683236837387085,9
Disturbia,The Glass House,0.43472427129745483,10
Hackers,Pulse,0.5537327527999878,1
Hackers,Skin Trade,0.5483510494232178,2
Hackers,The Whole Nine Yards,0.5357672572135925,3
Hackers,"Big Mommas: Like Father, Like Son",0.5266251564025879,4
Hackers,Swordfish,0.5252516865730286,5
Hackers,Kicks,0.5198618173599243,6
Hackers,Oldboy,0.5191842317581177,7
Hackers,Hurricane Streets,0.5154260396957397,8
Hackers,Olympus Has Fallen,0.5076830387115479,9
Hackers,TRON: Legacy,0.5066461563110352,10
The Hunting Party,The Face of an Angel,0.5341540575027466,1
The Hunting Party,Lucky Number Slevin,0.5134803056716919,2
The Hunting Party,Kill the Messenger,0.5074169039726257,3
The Hunting Party,Body of Lies,0.5026906132698059,4
The Hunting Party,Men in Black,0.4847237467765808,5
The Hunting Party,15 Minutes,0.4811725914478302,6
The Hunting Party,The Man from U.N.C.L.E.,0.4708400368690491,7
The Hunting Party,Suspect Zero,0.4599711298942566,8
The Hunting Party,5 Days of War,0.4595103859901428,9
The Hunting Party,The Jackal,0.4558497369289398,10
The Hudsucker Proxy,Wall Street,0.5283442735671997,1
The Hudsucker Proxy,The Wolf of Wall Street,0.4566044211387634,2
The Hudsucker Proxy,Boiler Room,0.4449012279510498,3
The Hudsucker Proxy,The Spanish Prisoner,0.4313355088233948,4
The Hudsucker Proxy,Small Time Crooks,0.41185325384140015,5
The Hudsucker Proxy,Antitrust,0.39229652285575867,6
The Hudsucker Proxy,Arbitrage,0.3741952180862427,7
The Hudsucker Proxy,Wall Street: Money Never Sleeps,0.37296491861343384,8
The Hudsucker Proxy,Z Storm,0.3671618402004242,9
The Hudsucker Proxy,Blonde Ambition,0.36695924401283264,10
The Warlords,From a Whisper to a Scream,0.5298487544059753,1
The Warlords,"The Good, The Bad, The Weird",0.5290626883506775,2
The Warlords,The Funeral,0.504701554775238,3
The Warlords,The Last Emperor,0.4694898724555969,4
The Warlords,The Prince of Egypt,0.44810494780540466,5
The Warlords,House of Flying Daggers,0.44797879457473755,6
The Warlords,Ong Bak 2,0.43940138816833496,7
The Warlords,55 Days at Peking,0.43911799788475037,8
The Warlords,Hero,0.4376497268676758,9
The Warlords,Legends of the Fall,0.43760401010513306,10
Nomad: The Warrior,Mongol: The Rise of Genghis Khan,0.46737951040267944,1
Nomad: The Warrior,Lion of the Desert,0.4569411873817444,2
Nomad: The Warrior,Valley of the Wolves: Iraq,0.43933165073394775,3
Nomad: The Warrior,Conan the Barbarian,0.43031397461891174,4
Nomad: The Warrior,Ong Bak 2,0.422272264957428,5
Nomad: The Warrior,Neal 'n' Nikki,0.4139671325683594,6
Nomad: The Warrior,Water,0.4047772288322449,7
Nomad: The Warrior,Of Gods and Men,0.40022313594818115,8
Nomad: The Warrior,"The Good, The Bad, The Weird",0.3975841701030731,9
Nomad: The Warrior,High Noon,0.3964572250843048,10
Snowpiercer,Antarctic Edge: 70° South,0.48583224415779114,1
Snowpiercer,Sunshine,0.4537670612335205,2
Snowpiercer,The Day After Tomorrow,0.44020727276802063,3
Snowpiercer,An Inconvenient Truth,0.4223792254924774,4
Snowpiercer,Atlas Shrugged Part II,0.41100165247917175,5
Snowpiercer,Fuel,0.40376392006874084,6
Snowpiercer,Knowing,0.3968521058559418,7
Snowpiercer,Unnatural,0.3957670032978058,8
Snowpiercer,Children of Men,0.38412314653396606,9
Snowpiercer,Mutant World,0.380403071641922,10
A Monster in Paris,Cheri,0.4502291977405548,1
A Monster in Paris,Ratatouille,0.43734854459762573,2
A Monster in Paris,Days of Heaven,0.4122837483882904,3
A Monster in Paris,Amélie,0.40286463499069214,4
A Monster in Paris,Victor Frankenstein,0.40246784687042236,5
A Monster in Paris,Bon voyage,0.39412373304367065,6
A Monster in Paris,Inglourious Basterds,0.3921312987804413,7
A Monster in Paris,Moulin Rouge!,0.38351505994796753,8
A Monster in Paris,The Chorus,0.38316816091537476,9
A Monster in Paris,Seven Psychopaths,0.3774680495262146,10
The Last Shot,Donnie Brasco,0.648922324180603,1
The Last Shot,2 Guns,0.5238639116287231,2
The Last Shot,Midnight Run,0.519689679145813,3
The Last Shot,Eye of the Beholder,0.5043925642967224,4
The Last Shot,Body of Lies,0.5028786659240723,5
The Last Shot,Baghead,0.5011640191078186,6
The Last Shot,Half Past Dead,0.5010435581207275,7
The Last Shot,Cecil B. Demented,0.4986741542816162,8
The Last Shot,Now You See Me,0.49719172716140747,9
The Last Shot,Suspect Zero,0.49137628078460693,10
The Crow,Predator 2,0.4664685130119324,1
The Crow,Stranded,0.4439344108104706,2
The Crow,Small Apartments,0.4192938208580017,3
The Crow,The Gallows,0.4148874878883362,4
The Crow,My Bloody Valentine,0.40747928619384766,5
The Crow,Grand Theft Parsons,0.4032784700393677,6
The Crow,Kickboxer: Vengeance,0.4026247262954712,7
The Crow,Buried,0.40195053815841675,8
The Crow,Green Street Hooligans: Underground,0.401030957698822,9
The Crow,Oldboy,0.39818814396858215,10
Baahubali: The Beginning,Ace Ventura: When Nature Calls,0.4961284399032593,1
Baahubali: The Beginning,The Princess Diaries,0.4919125437736511,2
Baahubali: The Beginning,Princess Mononoke,0.4809061288833618,3
Baahubali: The Beginning,Royal Kill,0.4546046257019043,4
Baahubali: The Beginning,The Adventurer: The Curse of the Midas Box,0.4525795578956604,5
Baahubali: The Beginning,Savva. Heart of the Warrior,0.43836718797683716,6
Baahubali: The Beginning,Mirror Mirror,0.418904572725296,7
Baahubali: The Beginning,"Crouching Tiger, Hidden Dragon",0.41780537366867065,8
